id,umap1,umap2,celltype
3770_Patient1_0DPHBP,10.471832,-2.1311922,Macrophage
3840_Patient1_0DPHBP,9.856651,-2.1553936,Macrophage
3842_Patient1_0DPHBP,11.160805,3.3877547,Macrophage
3843_Patient1_0DPHBP,12.36459,-1.1269552,Macrophage
3844_Patient1_0DPHBP,11.827883,-1.2529875,Macrophage
3848_Patient1_0DPHBP,11.448663,-1.9733076,Macrophage
3854_Patient1_0DPHBP,11.148478,0.25127068,Macrophage
3855_Patient1_0DPHBP,9.711181,-1.7747875,Macrophage
3858_Patient1_0DPHBP,8.326108,-2.1223817,Macrophage
3875_Patient1_0DPHBP,1.1999532,4.4916487,Macrophage
3878_Patient1_0DPHBP,1.0861772,5.153444,Macrophage
3883_Patient1_0DPHBP,10.582387,-2.382392,Macrophage
3885_Patient1_0DPHBP,9.859273,-2.9084895,Macrophage
3886_Patient1_0DPHBP,9.160889,-1.9489748,Macrophage
3888_Patient1_0DPHBP,11.97971,-1.8107688,Macrophage
3903_Patient1_0DPHBP,1.0346766,4.5390406,Macrophage
3904_Patient1_0DPHBP,11.562345,-1.2385836,Macrophage
3905_Patient1_0DPHBP,11.151016,-2.2279768,Macrophage
